:START_ID(Authors),Title,Year,:END_ID(Authors),:TYPE
4965,Mobile Communities - Current Status and Challenges.,2012,4967,Collaborate
4965,Mobile Communities - Current Status and Challenges.,2012,4968,Collaborate
4966,Mobile Communities - Current Status and Challenges.,2012,4967,Collaborate
4966,Mobile Communities - Current Status and Challenges.,2012,4968,Collaborate
4967,Mobile Communities - Current Status and Challenges.,2012,4968,Collaborate
4970,Using Web Text Mining to Predict Future Events: A Test of the Wisdom of Crowds Hypothesis.,2010,4971,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,4973,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,4974,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,1324,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,1323,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,4975,Collaborate
4972,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
4973,Developing Ontologies within Decentralised Settings.,2010,4974,Collaborate
4973,Developing Ontologies within Decentralised Settings.,2010,1324,Collaborate
4973,Developing Ontologies within Decentralised Settings.,2010,1323,Collaborate
4973,Developing Ontologies within Decentralised Settings.,2010,4975,Collaborate
4973,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
4974,Developing Ontologies within Decentralised Settings.,2010,1324,Collaborate
4974,Developing Ontologies within Decentralised Settings.,2010,1323,Collaborate
4974,Developing Ontologies within Decentralised Settings.,2010,4975,Collaborate
4974,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
1324,Developing Ontologies within Decentralised Settings.,2010,1323,Collaborate
1324,Developing Ontologies within Decentralised Settings.,2010,4975,Collaborate
1324,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
1323,Developing Ontologies within Decentralised Settings.,2010,4975,Collaborate
1323,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
4975,Developing Ontologies within Decentralised Settings.,2010,4976,Collaborate
1104,A Good Recipe for Solving MINLPs.,2010,1101,Collaborate
1104,A Good Recipe for Solving MINLPs.,2010,999,Collaborate
1101,A Good Recipe for Solving MINLPs.,2010,999,Collaborate
4977,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4978,Collaborate
4977,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4979,Collaborate
4977,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4980,Collaborate
4977,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4981,Collaborate
4977,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4982,Collaborate
4978,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4979,Collaborate
4978,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4980,Collaborate
4978,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4981,Collaborate
4978,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4982,Collaborate
4979,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4980,Collaborate
4979,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4981,Collaborate
4979,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4982,Collaborate
4980,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4981,Collaborate
4980,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4982,Collaborate
4981,Agent-Based Modeling and Simulation as a Tool for Decision Support for Managing Patient Falls in a Dynamic Hospital Setting.,2011,4982,Collaborate
4983,Information Integration for Terrorist or Criminal Social Networks.,2010,4984,Collaborate
4985,From Tacit Knowledge to Organizational Knowledge for Successful KM.,2009,4986,Collaborate
4987,Cost Model for X-BR-tree.,2009,4988,Collaborate
4989,Genetically Evolved kNN Ensembles.,2010,4990,Collaborate
4989,Genetically Evolved kNN Ensembles.,2010,4991,Collaborate
4990,Genetically Evolved kNN Ensembles.,2010,4991,Collaborate
4992,Evaluating and Enriching Online Knowledge Exchange: A Socio-epistemological Perspective.,2012,4993,Collaborate
4994,Prediction with the SVM Using Test Point Margins.,2010,4995,Collaborate
4994,Prediction with the SVM Using Test Point Margins.,2010,4996,Collaborate
4995,Prediction with the SVM Using Test Point Margins.,2010,4996,Collaborate
4997,OLAP-Sequential Mining: Summarizing Trends from Historical.,2009,4998,Collaborate
4997,OLAP-Sequential Mining: Summarizing Trends from Historical.,2009,4999,Collaborate
4998,OLAP-Sequential Mining: Summarizing Trends from Historical.,2009,4999,Collaborate
5000,Open Innovation Through Online Communities.,2009,5001,Collaborate
5002,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5003,Collaborate
5002,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5004,Collaborate
5002,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5005,Collaborate
5003,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5004,Collaborate
5003,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5005,Collaborate
5004,Development of a Mobile Situation Awareness Tool Supporting Disaster Recovery of Business Operations.,2010,5005,Collaborate
5006,An Empirical Study of Sections in Classifying Disease Outbreak Reports.,2010,5007,Collaborate
5006,An Empirical Study of Sections in Classifying Disease Outbreak Reports.,2010,5008,Collaborate
5007,An Empirical Study of Sections in Classifying Disease Outbreak Reports.,2010,5008,Collaborate
5009,Deriving Business Value from IT Applications in Product Development: A Complementarities-Based Model.,2009,4969,Collaborate
5010,Semantic Disclosure in an e-Science Environment.,2010,5011,Collaborate
5010,Semantic Disclosure in an e-Science Environment.,2010,5012,Collaborate
5010,Semantic Disclosure in an e-Science Environment.,2010,5013,Collaborate
5010,Semantic Disclosure in an e-Science Environment.,2010,5014,Collaborate
5010,Semantic Disclosure in an e-Science Environment.,2010,5015,Collaborate
5011,Semantic Disclosure in an e-Science Environment.,2010,5012,Collaborate
5011,Semantic Disclosure in an e-Science Environment.,2010,5013,Collaborate
5011,Semantic Disclosure in an e-Science Environment.,2010,5014,Collaborate
5011,Semantic Disclosure in an e-Science Environment.,2010,5015,Collaborate
5012,Semantic Disclosure in an e-Science Environment.,2010,5013,Collaborate
5012,Semantic Disclosure in an e-Science Environment.,2010,5014,Collaborate
5012,Semantic Disclosure in an e-Science Environment.,2010,5015,Collaborate
5013,Semantic Disclosure in an e-Science Environment.,2010,5014,Collaborate
5013,Semantic Disclosure in an e-Science Environment.,2010,5015,Collaborate
5014,Semantic Disclosure in an e-Science Environment.,2010,5015,Collaborate
5017,Effects of Knowledge Management Capabilities on Perceived Performance: An Empirical Examination.,2007,5018,Collaborate
5017,Effects of Knowledge Management Capabilities on Perceived Performance: An Empirical Examination.,2007,4956,Collaborate
5018,Effects of Knowledge Management Capabilities on Perceived Performance: An Empirical Examination.,2007,4956,Collaborate
5019,Near-Miss Detection in Nursing: Rules and Semantics.,2010,5020,Collaborate
5021,The Contextual and Collaborative Dimensions of Avatar in Real-Time Decision Making.,2010,5022,Collaborate
5023,Sources of Unstructuredness in Decision Situations: Towards a framework for DSS Development.,2007,5024,Collaborate
5026,Knowledge Management Capability in Education.,2011,5027,Collaborate
5028,User-Generated Content for Location-Based Services: A Review.,2012,5029,Collaborate
5028,User-Generated Content for Location-Based Services: A Review.,2012,5030,Collaborate
5028,User-Generated Content for Location-Based Services: A Review.,2012,5031,Collaborate
5029,User-Generated Content for Location-Based Services: A Review.,2012,5030,Collaborate
5029,User-Generated Content for Location-Based Services: A Review.,2012,5031,Collaborate
5030,User-Generated Content for Location-Based Services: A Review.,2012,5031,Collaborate
5032,Organizational Learning and Performance in Two National Cultures: A Multi-group Structural Equation Modeling Approach.,2009,5033,Collaborate
5034,Closed Cube Lattices.,2009,5035,Collaborate
5034,Closed Cube Lattices.,2009,5036,Collaborate
5034,Closed Cube Lattices.,2009,5037,Collaborate
5035,Closed Cube Lattices.,2009,5036,Collaborate
5035,Closed Cube Lattices.,2009,5037,Collaborate
5036,Closed Cube Lattices.,2009,5037,Collaborate
5039,"Business Process Outsourcing and ""Off-Shoring"": The Globalization of Information-Intensive Services.",2007,5040,Collaborate
5041,Beyond Rationality: Information Design for Supporting Emergent Groups in Emergency Response.,2010,5042,Collaborate
5043,Support for Collaborative and Distributed Decision Making.,2007,5044,Collaborate
5043,Support for Collaborative and Distributed Decision Making.,2007,5045,Collaborate
5044,Support for Collaborative and Distributed Decision Making.,2007,5045,Collaborate
5046,Querying and Mining Trajectory Databases Using Places of Interest.,2009,2359,Collaborate
5046,Querying and Mining Trajectory Databases Using Places of Interest.,2009,5047,Collaborate
2359,Querying and Mining Trajectory Databases Using Places of Interest.,2009,5047,Collaborate
5048,Usage of Exact Algorithms to Enhance Stochastic Local Search Algorithms.,2010,5049,Collaborate
5053,Towards Knowledge-Based Life Science Publication Repositories.,2010,5054,Collaborate
5053,Towards Knowledge-Based Life Science Publication Repositories.,2010,5055,Collaborate
5054,Towards Knowledge-Based Life Science Publication Repositories.,2010,5055,Collaborate
4956,Reflections on the Past and Future of Decision Support Systems: Perspective of Eleven Pioneers.,2011,5056,Collaborate
4956,Reflections on the Past and Future of Decision Support Systems: Perspective of Eleven Pioneers.,2011,4957,Collaborate
5056,Reflections on the Past and Future of Decision Support Systems: Perspective of Eleven Pioneers.,2011,4957,Collaborate
5058,"Building SCIENAR, a Virtual Community of Artists and Scientists: Usability Testing for the System Improvement.",2012,5059,Collaborate
5058,"Building SCIENAR, a Virtual Community of Artists and Scientists: Usability Testing for the System Improvement.",2012,5060,Collaborate
5059,"Building SCIENAR, a Virtual Community of Artists and Scientists: Usability Testing for the System Improvement.",2012,5060,Collaborate
5063,Semantic Technologies for Searching in e-Science Grids.,2010,5064,Collaborate
5063,Semantic Technologies for Searching in e-Science Grids.,2010,5065,Collaborate
5064,Semantic Technologies for Searching in e-Science Grids.,2010,5065,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4979,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5066,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4977,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4981,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5067,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
4978,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5066,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4977,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4981,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5067,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
4979,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4977,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4981,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5067,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
5066,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
4977,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4981,Collaborate
4977,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5067,Collaborate
4977,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
4977,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
4977,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
4981,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5067,Collaborate
4981,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
4981,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
4981,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
5067,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,4982,Collaborate
5067,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
5067,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
4982,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5068,Collaborate
4982,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
5068,"Towards a ""Just-in-Time"" Distributed Decision Support System in Health Care Research.",2010,5069,Collaborate
5070,Semantic Enhancement of Social Tagging Systems.,2009,5071,Collaborate
5070,Semantic Enhancement of Social Tagging Systems.,2009,5072,Collaborate
5070,Semantic Enhancement of Social Tagging Systems.,2009,5073,Collaborate
5071,Semantic Enhancement of Social Tagging Systems.,2009,5072,Collaborate
5071,Semantic Enhancement of Social Tagging Systems.,2009,5073,Collaborate
5072,Semantic Enhancement of Social Tagging Systems.,2009,5073,Collaborate
5074,Evaluation for Web-Based Applications.,2010,5052,Collaborate
5052,Social Networks in Environmental Epidemiology.,2012,5075,Collaborate
5076,Why Real-Time Transaction Processing Fails to Capture the Context Required for Decision Support.,2010,5077,Collaborate
5076,Why Real-Time Transaction Processing Fails to Capture the Context Required for Decision Support.,2010,4945,Collaborate
5077,Why Real-Time Transaction Processing Fails to Capture the Context Required for Decision Support.,2010,4945,Collaborate
5078,Individual's Response to Security Messages: A Decision-Making Perspective.,2007,5079,Collaborate
5078,Individual's Response to Security Messages: A Decision-Making Perspective.,2007,5080,Collaborate
5079,Individual's Response to Security Messages: A Decision-Making Perspective.,2007,5080,Collaborate
5082,Toward Autonomous Mining of the Sensor Web.,2010,5083,Collaborate
5082,Toward Autonomous Mining of the Sensor Web.,2010,5084,Collaborate
5083,Toward Autonomous Mining of the Sensor Web.,2010,5084,Collaborate
5085,Personalization and OLAP Databases.,2009,5086,Collaborate
5087,Pushing Theoretically-Founded Probabilistic Guarantees in.,2009,5088,Collaborate
5089,Metaheuristics: Intelligent Problem Solving.,2010,5090,Collaborate
5092,Assessing Today: Determining the Decision Value of Decision Support Systems.,2011,5093,Collaborate
5092,Assessing Today: Determining the Decision Value of Decision Support Systems.,2011,5094,Collaborate
5093,Assessing Today: Determining the Decision Value of Decision Support Systems.,2011,5094,Collaborate
5095,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,5096,Collaborate
5095,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,4926,Collaborate
5095,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,5097,Collaborate
5096,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,4926,Collaborate
5096,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,5097,Collaborate
4926,Evaluation of Wikis Exploited for Medicine Courses Teaching.,2010,5097,Collaborate
5098,Variable Intensity Local Search.,2010,5099,Collaborate
5100,A Security Model for Virtual Healthcare Communities.,2012,5101,Collaborate
5100,A Security Model for Virtual Healthcare Communities.,2012,5102,Collaborate
5101,A Security Model for Virtual Healthcare Communities.,2012,5102,Collaborate
5103,An Assessment System on the Semantic Web.,2009,5104,Collaborate
5103,An Assessment System on the Semantic Web.,2009,5105,Collaborate
5104,An Assessment System on the Semantic Web.,2009,5105,Collaborate
5106,A Social Network-Based Recommender System (SNRS).,2010,5107,Collaborate
5108,Channel Strategy Evolution in Retail Banking.,2007,5109,Collaborate
5110,Semantic Web Technologies for Enhancing Intelligent DSS Environments.,2007,5111,Collaborate
5112,Dynamic Emergency Response Management for Large Scale Decision Making in Extreme Hazardous Events.,2010,5113,Collaborate
5112,Dynamic Emergency Response Management for Large Scale Decision Making in Extreme Hazardous Events.,2010,5114,Collaborate
5113,Dynamic Emergency Response Management for Large Scale Decision Making in Extreme Hazardous Events.,2010,5114,Collaborate
5039,A Proactive Demand Management Model for Controlling E-Retailer Inventory.,2007,5115,Collaborate
5116,"Telemedicine for the Diabetic Foot: A Model for Improving Medical Care, Developing Decision Support Systems, and Reducing Medical Cost.",2010,5117,Collaborate
5118,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5119,Collaborate
5118,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5120,Collaborate
5118,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5121,Collaborate
5118,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5122,Collaborate
5119,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5120,Collaborate
5119,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5121,Collaborate
5119,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5122,Collaborate
5120,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5121,Collaborate
5120,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5122,Collaborate
5121,Integrating Genetic Algorithms and Fuzzy Logic for Web Structure Optimization.,2010,5122,Collaborate
5123,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5124,Collaborate
5123,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5125,Collaborate
5123,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5126,Collaborate
5124,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5125,Collaborate
5124,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5126,Collaborate
5125,General Motors Bailout Problem: A Teaching Case Using the Planners Labâ¢ Software.,2011,5126,Collaborate
5101,Web-Based Communities for Lifelong Medical Learning.,2010,5127,Collaborate
5128,The Role of Context for Crisis Management Cycle.,2010,5129,Collaborate
5130,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5131,Collaborate
5130,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5132,Collaborate
5130,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5133,Collaborate
5130,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5134,Collaborate
5131,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5132,Collaborate
5131,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5133,Collaborate
5131,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5134,Collaborate
5132,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5133,Collaborate
5132,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5134,Collaborate
5133,An Intelligent Web-Based Healthcare System: The Case of DYMOS.,2010,5134,Collaborate
5135,Decomposition Techniques as Metaheuristic Frameworks.,2010,5136,Collaborate
5135,Decomposition Techniques as Metaheuristic Frameworks.,2010,5137,Collaborate
5136,Decomposition Techniques as Metaheuristic Frameworks.,2010,5137,Collaborate
5138,Geographically Organized Small Communities and the Hardness of Clustering Social Networks.,2010,5139,Collaborate
5056,Context-Aware Mobile Medical Emergency Management Decision Support System for Safe Transportation.,2011,5140,Collaborate
5056,Context-Aware Mobile Medical Emergency Management Decision Support System for Safe Transportation.,2011,5141,Collaborate
5140,Context-Aware Mobile Medical Emergency Management Decision Support System for Safe Transportation.,2011,5141,Collaborate
5142,"Sustainability, Learning, Adaptation and Knowledge Processing.",2009,5143,Collaborate
5142,"Sustainability, Learning, Adaptation and Knowledge Processing.",2009,5144,Collaborate
5143,"Sustainability, Learning, Adaptation and Knowledge Processing.",2009,5144,Collaborate
5145,Evolutionary Optimization of Least-Squares Support Vector Machines.,2010,5146,Collaborate
5145,Evolutionary Optimization of Least-Squares Support Vector Machines.,2010,5147,Collaborate
5146,Evolutionary Optimization of Least-Squares Support Vector Machines.,2010,5147,Collaborate
3298,Just MIP it!,2010,5148,Collaborate
3298,Just MIP it!,2010,5149,Collaborate
5148,Just MIP it!,2010,5149,Collaborate
5150,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5151,Collaborate
5150,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5152,Collaborate
5150,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5153,Collaborate
5151,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5152,Collaborate
5151,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5153,Collaborate
5152,A Smart e-Science Cyberinfrastructure for Cross-Disciplinary Scientific Collaborations.,2010,5153,Collaborate
5154,Design and Analysis of Index Structures in MultiVersion Data.,2009,5155,Collaborate
5156,Information Technology Impact on Business Practices: The Ucla Bit Project.,2007,5157,Collaborate
5158,A Multi-Attribute Auction Format for Procurement with Limited Disclosure of Buyer's Preference Structure.,2007,5159,Collaborate
5158,A Multi-Attribute Auction Format for Procurement with Limited Disclosure of Buyer's Preference Structure.,2007,5160,Collaborate
5159,A Multi-Attribute Auction Format for Procurement with Limited Disclosure of Buyer's Preference Structure.,2007,5160,Collaborate
5161,Privacy-Preserving Random Kernel Classification of Checkerboard Partitioned Data.,2010,5162,Collaborate
5163,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5164,Collaborate
5163,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5165,Collaborate
5163,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5166,Collaborate
5164,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5165,Collaborate
5164,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5166,Collaborate
5165,Firms and Digital Technologies in Italy: The Network Moves Forward.,2007,5166,Collaborate
5169,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5170,Collaborate
5169,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5171,Collaborate
5169,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5172,Collaborate
5169,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5173,Collaborate
5170,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5171,Collaborate
5170,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5172,Collaborate
5170,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5173,Collaborate
5171,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5172,Collaborate
5171,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5173,Collaborate
5172,A Web-Based Application to Exchange Ophthalmologic Health Records Using Open-Source Databases.,2010,5173,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5176,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5177,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5178,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5179,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5180,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5181,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5182,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5183,Collaborate
5175,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5184,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5177,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5178,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5179,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5180,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5181,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5182,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5183,Collaborate
5176,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5184,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5178,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5179,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5180,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5181,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5182,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5183,Collaborate
5177,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5184,Collaborate
5178,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5179,Collaborate
5178,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5180,Collaborate
5178,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5181,Collaborate
5178,ETKnet: A Distributed Network System for Sharing Event Data and Multi-faceted Knowledge in a Collaboration Federation.,2010,5182,Collaborate
